t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000031,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.165478,0.165478,0.100000,0.000457,1.339942
0.100000,0.000419,0.992522,0,0.001486,0,0.000024,2.159313,0.000684,1.342872,0,1,0.100000,0.469060,2.159313,0,0,1,1,1,stable,0.469099,0.000039,0.117617,0.117617,0.120927,0.000684,1.342872
0.200000,0.000995,0.992728,-0.000000,0.002132,0,0.000024,3.179942,0.000996,1.345525,0,1,0.100000,0.445401,3.179942,21.593126,0,1,1,1,stable,0.445647,0.000246,0.296176,0.296176,0.141753,0.000996,1.345525
0.300000,0.001483,0.992063,-0.000002,0.003006,0,0.000023,0.623410,0.001429,1.347639,0,1,0.100000,0.422953,0.623410,10.206298,0,1,1,1,stable,0.423385,0.000432,0.321871,0.321871,0.162379,0.001429,1.347639
0.400000,0.001570,0.990669,-0.000013,0.004096,0,0.000023,2.523987,0.001989,1.348999,0.000023,0.993307,0.100000,0.401329,2.523987,-25.565326,0,1,1,1,stable,0.402250,0.000922,0.582806,0.582806,0.182707,0.001989,1.348999
0.500000,0.001341,0.989045,-0.000025,0.005605,0,0.000050,1.138551,0.002782,1.349468,0.000157,0.993307,0.100000,0.381455,1.138551,19.005776,0,1,1,1,stable,0.382212,0.000758,0.507644,0.507644,0.202643,0.002782,1.349468
0.600000,0.000956,0.987842,-0.000064,0.006995,0,0.000047,1.619095,0.003588,1.348999,0.000206,0.993307,0.100000,0.362477,1.619095,-13.854366,0,1,1,1,stable,0.363163,0.000686,0.670521,0.670521,0.222096,0.003588,1.348999
0.700000,0.000492,0.987566,-0.000058,0.008537,0,0.000046,1.508885,0.004563,1.347639,0.000196,0.993307,0.100000,0.344807,1.508885,4.805447,0,1,1,1,stable,0.345060,0.000254,0.841613,0.841613,0.240981,0.004563,1.347639
0.800000,-0.000761,0.988351,-0.000037,0.009757,0,0.000046,0.775987,0.005545,1.345525,0.000181,0.993307,0.100000,0.328825,0.775987,-1.102102,0,1,1,1,stable,0.327828,-0.000997,0.890982,0.890982,0.259218,0.005545,1.345525
0.900000,-0.003334,0.989907,0.000049,0.010733,3,0.000045,1.043830,0.006523,1.342872,0.000291,0.993307,0.100000,0.314995,1.043830,-7.328986,0,1,1,1,stable,0.311356,-0.003639,1,1,0.276734,0.006523,1.342872
1,-0.005536,0.991674,0.000143,0.011525,3,0.000045,31.123906,0.007393,1.339943,0.000951,0.993307,0.576992,0.296309,2.851965,2.678433,0,3.417536,1,1,transitoire,0.295494,-0.000816,0.140143,0.140143,0.293459,0.007393,1.339943
1.100000,-0.007642,0.993071,0.000162,0.016746,0,0.000048,2.836919,0.010765,1.337025,0.000851,0.993307,0.577000,0.282161,12.275945,300.800756,0,5.565906,1,1,transitoire,0.280653,-0.001508,0.187339,0.187339,0.309334,0.010765,1.337025
1.200000,-0.004736,0.993711,0.000017,0.019008,3,0.000047,2.146026,0.012921,1.334404,0.000813,0.993307,0.522739,0.267880,12.380256,-282.869871,0,6.543392,1,1,transitoire,0.266498,-0.001382,0.253291,0.253291,0.324303,0.012921,1.334404
1.300000,-0.001468,0.993500,0.000050,0.022176,3,0.000046,2.738972,0.015891,1.332331,0.011525,0.993305,0.345608,0.253724,12.380256,-6.908924,0,5.697976,1,1,transitoire,0.253062,-0.000663,0.395355,0.395355,0.338318,0.015891,1.332331
1.400000,-0.001262,0.992622,0.000125,0.026416,3,0.000047,1.577208,0.019758,1.331004,0.008375,0.993306,0.290639,0.240798,12.380256,5.929457,0,5.440247,1,1,chronique,0.240355,-0.000443,0.448618,0.448618,0.351335,0.019758,1.331004
1.500000,-0.006643,0.991442,0.000289,0.031280,0,0.000045,2.080082,0.023948,1.330547,0.010050,0.993305,0.322060,0.231242,12.380256,-11.617640,0,5.697976,1,1,transitoire,0.228301,-0.002941,0.590854,0.590854,0.363320,0.023948,1.330547
1.600000,-0.005420,0.990387,0.000252,0.035239,0,0.000045,1.905732,0.027133,1.331001,0.022520,0.993303,0.545749,0.216596,9.969935,5.028741,0,5.440247,1,1,chronique,0.216648,0.000052,0.728168,0.728168,0.374240,0.027133,1.331001
1.700000,0.006295,0.989817,-0.000161,0.044098,0,0.000045,1.557137,0.033979,1.332320,0.021514,0.993303,0.512838,0.190874,9.969935,-1.743496,0,5.204824,1,1,chronique,0.205820,0.014946,0.799675,0.799675,0.384069,0.033979,1.332320
1.800000,0.015284,0.989924,-0.000749,0.059143,1,0.000044,1.904945,0.048147,1.334375,0.059537,0.993296,0.686749,0.161873,9.969935,-3.485949,0,5.179328,1,1,chronique,0.196738,0.034865,0.874147,0.874147,0.392784,0.048147,1.334375
1.900000,0.007952,0.990647,-0.001105,0.078447,3,0.000045,2.074997,0.067547,1.336963,0.042988,0.993299,0.762326,0.148502,9.969935,3.478080,0,10.308344,1,1,transitoire,0.189722,0.041220,1,1,0.400369,0.067547,1.336963
2,-0.001156,0.991674,-0.001243,0.095850,3,0.000048,40.072840,0.078761,1.339852,0.113662,0.993286,0.646848,0.180992,9.969935,1.700515,0,10.012971,0.693526,1,transitoire,0.183570,0.002579,0.114380,0.114380,0.406809,0.078761,1.339852
2.100000,-0.010090,0.992522,-0.000833,0.059531,3,0.000048,3.514359,0.054729,1.342868,0.093566,0.993289,0.687440,0.175661,15.990516,379.978433,0,10.308344,0.693540,0.985406,transitoire,0.174601,-0.001061,0.130102,0.130102,0.412092,0.054729,1.342868
2.200000,-0.018874,0.992728,0.000045,0.061276,4,0.000047,3.495782,0.058552,1.345527,0.089181,0.993290,0.705248,0.171252,16.145593,-365.584814,0,10.012971,0.693685,0.972139,transitoire,0.165785,-0.005468,0.310194,0.310194,0.416209,0.058552,1.345527
2.300000,-0.018359,0.992063,0.000043,0.063357,4,0.000047,1.040866,0.062348,1.347647,0.085423,0.993291,0.670030,0.162933,16.277366,-0.185774,0,12.020491,0.693935,0.960033,chronique,0.157053,-0.005880,0.289313,0.289313,0.419154,0.062348,1.347647
2.400000,-0.003068,0.990669,0.000124,0.073288,1,0.000046,3.220348,0.071126,1.348996,0.103909,0.993287,0.582404,0.144042,16.277366,-24.549156,0,7.697746,0.694154,0.948945,transitoire,0.148725,0.004683,0.515752,0.515752,0.420923,0.071126,1.348996
2.500000,-0.000925,0.989045,-0.000116,0.100540,1,0.000046,2.035249,0.093404,1.349489,0.164547,0.993276,0.579839,0.107565,16.285447,21.794823,0,6.151821,0.694138,0.938754,transitoire,0.141667,0.034102,0.593140,0.593140,0.421513,0.093404,1.349489
2.600000,-0.001292,0.987842,0.000128,0.145085,1,0.000046,2.257222,0.132737,1.349114,0.141923,0.993280,0.591623,0.102761,14.101196,-11.850995,0,8.138525,0.694023,0.929345,transitoire,0.137343,0.034582,0.701812,0.701812,0.420923,0.132737,1.349114
2.700000,-0.060747,0.987566,0.000745,0.154632,4,0.000045,1.619965,0.140129,1.347751,0.130380,0.993282,0.619539,0.174389,14.101196,2.219737,0,12.020491,0.693847,0.920630,chronique,0.133273,-0.041116,0.837891,0.837891,0.419154,0.140129,1.347751
2.800000,-0.031899,0.988351,0.000150,0.084346,4,0.000044,5.943463,0.070445,1.345465,0.816881,0.993150,0.889186,0.157207,14.101196,-6.372574,0,26.193712,0.694310,0.912530,transitoire,0.123283,-0.033923,0.977213,0.977213,0.416209,0.070445,1.345465
2.900000,-0.010315,0.989907,-0.002556,0.081731,1,0.000045,3.999621,0.077376,1.342899,1.204427,0.993074,0.814764,0.114438,14.561783,43.234975,0,19.799536,0.694495,0.905005,transitoire,0.114375,-0.000063,0.913598,0.913598,0.412092,0.077376,1.342899
3,-0.038358,0.991674,0.000578,0.129988,4,0.000109,29.488121,0.119840,1.340016,0.623022,0.993188,0.795547,0.102706,14.691662,-19.438420,0,18.978110,0.694520,0.897988,transitoire,0.108651,0.005945,0.139670,0.139670,0.406809,0.119840,1.340016
3.100000,-0.054222,0.993071,0.000927,0.134395,2,0.000108,2.410667,0.132420,1.337070,0.914761,0.993131,0.838746,0.102920,16.805441,254.885007,0,18.222126,0.694854,0.891425,transitoire,0.103699,0.000780,0.182616,0.182616,0.400369,0.132420,1.337070
3.200000,-0.053474,0.993711,0.000558,0.129719,4,0.000108,2.715831,0.128025,1.334396,0.685142,0.993176,0.812110,0.101032,16.805441,-270.774542,0,15.054824,0.695321,0.885282,transitoire,0.098578,-0.002454,0.317625,0.317625,0.392784,0.128025,1.334396
3.300000,-0.057337,0.993500,0.000079,0.131306,1,0.000109,2.209719,0.127562,1.332213,0.703879,0.993172,0.758402,0.086229,16.805441,3.051637,0,12.825538,0.695750,0.879526,transitoire,0.093450,0.007221,0.451415,0.451415,0.384069,0.127562,1.332213
3.400000,-0.057006,0.992622,-0.001061,0.150008,4,0.000110,2.192736,0.140994,1.330775,0.658077,0.993181,0.722875,0.060144,16.805441,-5.061119,0,11.962819,0.696193,0.874121,transitoire,0.089362,0.034621,0.559826,0.559826,0.374240,0.140994,1.330775
3.500000,0.000639,0.991442,-0.002076,0.175817,4,0.000109,1.016049,0.164329,1.330364,0.640924,0.993184,0.690028,0.071483,16.805441,-0.169829,0,11.208849,0.696610,0.869037,chronique,0.087695,0.016211,0.593825,0.593825,0.363320,0.164329,1.330364
3.600000,-0.083177,0.990387,-0.001297,0.164090,1,0.000107,1.346839,0.160721,1.330955,1.120157,0.993091,0.681794,0.111823,15.107305,-11.766873,0,11.962819,0.696524,0.864247,chronique,0.084621,-0.020093,0.633398,0.633398,0.351335,0.160721,1.330955
3.700000,-0.033779,0.989817,-0.000325,0.131435,4,0.000106,4.195338,0.116144,1.332319,2.784067,0.992757,0.752582,0.082989,15.107305,3.307905,0,15.347668,0.697091,0.859714,transitoire,0.078765,0.021242,0.787640,0.787640,0.338318,0.116144,1.332319
3.800000,-0.053542,0.989924,0.000002,0.163333,4,0.000107,2.583596,0.150208,1.334684,2.176606,0.992881,0.705085,0.098821,15.229179,28.484986,0,15.184642,0.697223,0.855435,transitoire,0.076545,0.048430,0.958800,0.958800,0.324303,0.150208,1.334684
3.900000,-0.037603,0.990647,0.002267,0.145103,2,0.000107,1.322389,0.136675,1.337244,1.126406,0.993090,0.684402,0.091618,15.229179,-16.117421,0,15.025042,0.697503,0.851378,chronique,0.076636,0.008067,1,1,0.309334,0.136675,1.337244
4,-0.110343,0.991674,0.003266,0.167362,3,0.000108,34.235571,0.148233,1.340055,0.898488,0.993134,0.656773,0.071635,15.229179,-12.612065,0,14.061137,0.697668,0.847531,transitoire,0.073457,0.001822,0.133710,0.133710,0.293459,0.148233,1.340055
4.100000,-0.032564,0.992522,-0.000406,0.153713,3,0.000110,3.326959,0.149616,1.342827,1.647710,0.992987,0.715449,0.059664,17.341000,329.131818,0,17.528970,0.698372,0.843876,transitoire,0.069931,0.010267,0.194467,0.194467,0.276734,0.149616,1.342827
4.200000,-0.025914,0.992728,-0.000662,0.161740,4,0.000109,2.209101,0.157669,1.345514,2.840311,0.992745,0.698183,0.054791,17.341000,-309.086116,0,17.057429,0.698493,0.840412,transitoire,0.067265,0.012474,0.140867,0.140867,0.259218,0.157669,1.345514
4.300000,-0.020112,0.992063,-0.000323,0.158991,4,0.000109,3.274236,0.155661,1.347686,1.459177,0.993024,0.677610,0.062188,17.341000,-11.178580,0,16.610593,0.698563,0.837111,transitoire,0.064911,0.002723,0.323295,0.323295,0.240981,0.155661,1.347686
