t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000031,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000419,0.992522,0,0.001486,0,0.000026,3.023600,0.000684,1.342872,0,1,0.100000,0.469020,3.023600,0,0,1,1,1,stable,0.469099,0.000078,0.237969,0.237969,0.120927,0.000684,1.342872
0.200000,0.000998,0.992728,-0.000000,0.002141,0,0.000024,1.641205,0.001000,1.345525,0,1,0.100000,0.445369,1.641205,30.235997,0,1,1,1,stable,0.445650,0.000281,0.337417,0.337417,0.141753,0.001000,1.345525
0.300000,0.001487,0.992063,-0.000004,0.003015,0,0.000023,0.416885,0.001433,1.347639,0.000000,0.993307,0.100000,0.422918,0.416885,-13.823942,0,1,1,1,stable,0.423390,0.000472,0.350925,0.350925,0.162379,0.001433,1.347639
0.400000,0.001576,0.990669,-0.000015,0.004110,0,0.000023,1.900899,0.001995,1.348999,0.000025,0.993307,0.100000,0.401436,1.900899,-12.243203,0,1,1,1,stable,0.402259,0.000823,0.518289,0.518289,0.182707,0.001995,1.348999
0.500000,0.001323,0.989045,-0.000028,0.005546,0,0.000048,0.946352,0.002756,1.349468,0.000159,0.993307,0.100000,0.381352,0.946352,14.840138,0,1,1,1,stable,0.382213,0.000861,0.584228,0.584228,0.202643,0.002756,1.349468
0.600000,0.000967,0.987842,-0.000057,0.007069,0,0.000045,0.985539,0.003620,1.348999,0.000220,0.993307,0.100000,0.362493,0.985539,-9.545467,0,1,1,1,stable,0.363172,0.000679,0.656693,0.656693,0.222096,0.003620,1.348999
0.700000,0.000492,0.987566,-0.000067,0.008526,0,0.000045,1.376513,0.004558,1.347639,0.000203,0.993307,0.100000,0.344826,1.376513,0.391869,0,1,1,1,stable,0.345068,0.000242,0.801393,0.801393,0.240981,0.004558,1.347639
0.800000,-0.000765,0.988351,-0.000037,0.009757,0,0.000045,0.932601,0.005543,1.345525,0.000181,0.993307,0.100000,0.328818,0.932601,3.909739,0,1,1,1,stable,0.327834,-0.000984,0.877220,0.877220,0.259218,0.005543,1.345525
0.900000,-0.003338,0.989907,0.000047,0.010744,3,0.000043,0.733988,0.006527,1.342872,0.000297,0.993307,0.100000,0.314715,0.733988,-4.439122,0,1,1,1,stable,0.311363,-0.003352,0.919905,0.919905,0.276734,0.006527,1.342872
