t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009837,0.926469,0,0.134846,2,0.000039,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.395265,0.928852,0,0.118340,2,0.000042,2.479484,0.114080,1.320000,0,0.172742,0.000000,2.479484,0,0,1,stable
0.200000,0.328568,0.926365,0.000000,0.100415,2,0.000042,2.638818,0.096911,1.320000,0,0.170566,0.000000,2.638818,24.794842,0,1,stable
0.300000,0.071487,0.916137,0.000000,0.111363,1,0.000041,2.346452,0.107542,1.320000,0.000000,0.100000,0.000000,2.346452,1.593337,0,1,stable
0.400000,-0.029924,0.899078,0.000000,0.127090,1,0.000042,2.446289,0.122761,1.320000,42.887221,0.100000,0.000000,2.446289,-2.923658,0,1,stable
0.500000,0.056839,0.880554,0.000000,0.142690,2,0.000042,2.391180,0.137836,1.320000,197.393442,0.100000,0.000000,2.391180,0.998369,0,1,stable
0.600000,0.009935,0.868472,-0.000000,0.157489,2,0.000042,2.331001,0.152117,1.320000,275.018202,0.100000,0.000000,2.331001,-0.551089,0,1,stable
0.700000,-0.024107,0.869010,0.000000,0.171101,2,0.000042,2.273788,0.165230,1.320000,182.216141,0.100000,0.000000,2.273788,-0.601788,0,1,stable
0.800000,0.206722,0.882722,0.000000,0.183297,2,0.000042,2.221835,0.176952,1.320000,170.718286,0.166743,0.000000,2.221835,-0.572130,0,1,stable
0.900000,0.357746,0.904370,0.000000,0.193987,2,0.000041,2.176319,0.187196,1.320000,226.438615,0.171511,0.000000,2.176319,-0.519535,0,1,stable
1,0.208199,0.926469,0.000000,0.203195,2,0.000041,2.137529,0.195989,1.320000,174.535818,0.666722,0.000000,2.559151,-0.455161,0,6.160336,transitoire
1.100000,0.001527,0.943205,0.000000,0.211016,2,0.000042,2.105149,0.203427,1.320000,174.689377,0.659569,0.000000,2.521530,-0.387893,0,5.529163,transitoire
1.200000,-0.015831,0.952136,0.000000,0.217588,2,0.000042,2.078518,0.209651,1.320000,158.850409,0.591645,0.000000,2.521530,-0.323806,0,6.160336,transitoire
1.300000,-0.052938,0.953688,0.000000,0.223064,2,0.000042,2.056836,0.214813,1.320000,172.226949,0.573604,0.000000,2.521530,-0.266313,0,6.954180,transitoire
1.400000,-0.360660,0.949772,0.000000,0.227596,2,0.000042,2.039295,0.219067,1.320000,151.201174,0.422823,0.000000,2.521530,-0.216814,0,7.201240,transitoire
1.500000,-0.682111,0.942661,-0.000000,0.231327,2,0.000042,2.025146,0.222555,1.320000,146.021055,0.527913,0.000000,2.521530,-0.175412,0,6.954180,transitoire
1.600000,-0.495967,0.934548,-0.000000,0.234384,2,0.000042,2.013733,0.225401,1.320000,134.897278,0.633402,0.000000,2.488943,-0.141494,0,10.630922,transitoire
1.700000,0.143599,0.927558,-0.000000,0.236875,2,0.000042,2.004504,0.227712,1.320000,223.777113,0.570910,0.000000,2.488943,-0.114125,0,9.541703,transitoire
1.800000,0.422742,0.923592,-0.000000,0.238891,2,0.000041,1.997000,0.229576,1.320000,311.378372,0.626661,0.000000,2.488943,-0.092292,0,6.342680,chronique
1.900000,-0.087682,0.923588,0.000000,0.240507,2,0.000041,1.990849,0.231067,1.320000,257.358773,0.643983,0.000000,2.488943,-0.075036,0,4.750120,chronique
2,-0.765768,0.926469,0.000000,0.241784,2,0.000043,1.985746,0.232242,1.320000,422.559072,0.643209,0.000000,2.488943,-0.061517,0,5.898548,chronique
2.100000,-0.711163,0.928852,-0.000000,0.242770,2,0.000042,1.981446,0.233148,1.320000,390.400453,0.723658,0.000000,2.460445,-0.051027,0,5.332691,chronique
2.200000,-0.247681,0.926365,-0.000000,0.243502,2,0.000042,1.977749,0.233818,1.320000,477.460498,0.570009,0.000000,2.460445,-0.042996,0,4.371806,chronique
2.300000,-0.157751,0.916137,-0.000000,0.244006,2,0.000046,1.974487,0.234280,1.320000,516.482086,0.598018,0.000000,2.460445,-0.036974,0,3.704331,chronique
2.400000,-0.198774,0.899078,-0.000000,0.244301,2,0.000046,1.971519,0.234550,1.320000,464.238974,0.606778,0.000000,2.460445,-0.032619,0,4.202046,chronique
2.500000,0.115571,0.880554,-0.000000,0.244399,2,0.000046,1.968719,0.234639,1.320000,445.128233,0.602870,0.000000,2.460445,-0.029681,0,3.852463,chronique
2.600000,0.123928,0.868472,-0.000000,0.244301,2,0.000046,1.968720,0.234550,1.320000,443.664527,0.653167,0.000000,2.438871,-0.027994,0,4.295731,chronique
2.700000,-0.283349,0.869010,0.000000,0.244006,2,0.000042,1.971526,0.234280,1.320000,415.412583,0.697658,0.000000,2.438871,0.000007,0,4.854268,chronique
2.800000,-0.273068,0.882722,0.000000,0.243502,2,0.000042,1.974507,0.233818,1.320000,436.371975,0.682464,0.000000,2.438871,0.028054,0,4.295731,chronique
2.900000,0.239533,0.904370,-0.000000,0.242770,2,0.000042,1.977790,0.233148,1.320000,419.346952,0.633251,0.000000,2.438871,0.029811,0,3.852463,chronique
3,0.442059,0.926469,-0.000000,0.241784,2,0.000041,1.981522,0.232242,1.320000,469.517506,0.702703,0.000000,2.438871,0.032838,0,3.776945,chronique
3.100000,0.188987,0.943205,0.000000,0.240507,2,0.000042,1.985874,0.231067,1.320000,424.971910,0.721455,0.000000,2.415288,0.037317,0,3.704331,chronique
3.200000,0.101742,0.952136,0.000000,0.238891,2,0.000042,1.991056,0.229576,1.320000,449.770005,0.671655,0.000000,2.415288,0.043520,0,3.776945,chronique
3.300000,0.519409,0.953688,0.000000,0.236875,2,0.000042,1.997327,0.227712,1.320000,420.012080,0.669339,0.000000,2.415288,0.051818,0,3.852463,chronique
3.400000,0.839692,0.949772,0.000000,0.234384,2,0.000042,2.005010,0.225401,1.320000,454.797202,0.735447,0.000000,2.415288,0.062708,0,3.776945,transitoire
3.500000,0.448584,0.942661,0.000000,0.231327,2,0.000041,2.014510,0.222555,1.320000,421.751204,0.738616,0.000000,2.415288,0.076831,0,4.061932,transitoire
3.600000,-0.368260,0.934548,0.000000,0.227596,2,0.000042,2.026331,0.219067,1.320000,477.300575,0.661241,0.000000,2.391106,0.094999,0,4.047473,transitoire
3.700000,-0.714227,0.927558,0.000000,0.223064,2,0.000042,2.041097,0.214813,1.320000,502.427029,0.629710,0.000000,2.391106,0.118213,0,4.033116,transitoire
