t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000033,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000471,0.992522,0,0.001655,0,0.000028,3.063986,0.000765,1.342872,0,1,0.100000,0.469011,3.063986,0,0,1,1,1,stable,0.469099,0.000088,0.237969,0.237969,0.120927,0.000765,1.342872
0.200000,0.001224,0.992728,-0.000000,0.002586,0,0.000023,1.711414,0.001221,1.345525,0,1,0.100000,0.445307,1.711414,30.639861,0,1,1,1,stable,0.445651,0.000344,0.337417,0.337417,0.141753,0.001221,1.345525
0.300000,0.001903,0.992063,-0.000005,0.003876,0,0.000023,0.530184,0.001881,1.347639,0.000000,0.993307,0.100000,0.422789,0.530184,-13.525724,0,1,1,1,stable,0.423396,0.000608,0.350925,0.350925,0.162379,0.001881,1.347639
0.400000,0.001965,0.990669,-0.000018,0.005536,0,0.000025,2.068467,0.002778,1.348999,0.000051,0.993307,0.100000,0.401210,2.068467,-11.812292,0,1,1,1,stable,0.402276,0.001065,0.518289,0.518289,0.182707,0.002778,1.348999
0.500000,0.001539,0.989045,-0.000036,0.007745,0,0.000052,1.191821,0.004030,1.349468,0.000405,0.993307,0.100000,0.381151,1.191821,15.382822,0,1,1,1,stable,0.382248,0.001097,0.584228,0.584228,0.202643,0.004030,1.349468
0.600000,0.001235,0.987842,-0.000078,0.010091,0,0.000044,1.288196,0.005499,1.348999,0.000531,0.993307,0.100000,0.362306,1.288196,-8.766459,0,1,1,1,stable,0.363224,0.000918,0.656693,0.656693,0.222096,0.005499,1.348999
0.700000,0.001044,0.987566,-0.000096,0.012339,0,0.000046,1.747545,0.007179,1.347639,0.000469,0.993307,0.100000,0.344538,1.747545,0.963757,0,1,1,1,stable,0.345137,0.000600,0.801393,0.801393,0.240981,0.007179,1.347639
0.800000,-0.000294,0.988351,-0.000047,0.014408,3,0.000042,1.421612,0.009142,1.345526,0.000448,0.993307,0.100000,0.328717,1.421612,4.593483,0,1,1,1,stable,0.327929,-0.000788,0.877220,0.877220,0.259218,0.009142,1.345526
0.900000,-0.004296,0.989907,0.000093,0.016352,3,0.000054,1.185178,0.011268,1.342872,0.000664,0.993307,0.100000,0.315904,1.185178,-3.259329,0,1,1,1,stable,0.311469,-0.004435,0.919905,0.919905,0.276734,0.011268,1.342872
1,-0.008041,0.991674,0.000230,0.017876,1,0.000043,36.640771,0.013143,1.339944,0.003717,0.993306,0.662638,0.296457,2.566226,-2.364342,0,3.493683,1,1,transitoire,0.295537,-0.000921,0.112413,0.112413,0.293459,0.013143,1.339944
1.100000,-0.012319,0.993071,0.000168,0.025546,0,0.000045,3.488023,0.018955,1.337025,0.002818,0.993307,0.650083,0.282862,13.924408,354.555931,0,6.511046,1,1,transitoire,0.280685,-0.002177,0.183923,0.183923,0.309334,0.018955,1.337025
1.200000,-0.007631,0.993711,0.000004,0.029460,3,0.000046,2.355845,0.023209,1.334405,0.002451,0.993307,0.599932,0.268388,14.397593,-331.527479,0,8.882802,1,1,transitoire,0.266475,-0.001913,0.257563,0.257563,0.324303,0.023209,1.334405
1.300000,-0.003104,0.993500,0.000039,0.035387,3,0.000048,2.805171,0.029133,1.332333,0.034354,0.993301,0.413735,0.253368,14.397593,-11.321778,0,8.005758,1,1,transitoire,0.252996,-0.000372,0.400023,0.400023,0.338318,0.029133,1.332333
1.400000,-0.004218,0.992622,0.000182,0.043556,3,0.000047,1.810688,0.036758,1.331011,0.022125,0.993303,0.338010,0.241036,14.397593,4.493258,0,7.159055,1,1,chronique,0.240317,-0.000719,0.472677,0.472677,0.351335,0.036758,1.331011
1.500000,-0.019133,0.991442,0.000549,0.050309,0,0.000046,1.943185,0.043747,1.330556,0.029078,0.993302,0.371624,0.236766,14.397593,-9.944828,0,6.474319,1,1,chronique,0.228243,-0.008523,0.612696,0.612696,0.363320,0.043747,1.330556
1.600000,-0.015722,0.990387,0.000552,0.052430,3,0.000045,2.173477,0.046693,1.330993,0.101605,0.993288,0.686965,0.220231,11.499488,1.324973,0,9.894698,1,1,transitoire,0.216141,-0.004090,0.796842,0.796842,0.374240,0.046693,1.330993
1.700000,0.009433,0.989817,-0.000313,0.064831,1,0.000045,1.395702,0.057721,1.332284,0.114706,0.993285,0.612577,0.182532,11.499488,2.302913,0,9.738911,1,1,chronique,0.205003,0.022471,0.760025,0.760025,0.384069,0.057721,1.332284
1.800000,0.024777,0.989924,-0.001339,0.092190,1,0.000046,2.234655,0.084568,1.334312,0.284711,0.993253,0.715756,0.138866,11.499488,-7.777745,0,7.549186,1,1,transitoire,0.196571,0.057704,0.871542,0.871542,0.392784,0.084568,1.334312
1.900000,0.001500,0.990647,-0.001511,0.128881,1,0.000047,2.108222,0.119323,1.336879,0.205921,0.993268,0.762712,0.139003,11.499488,8.389528,0,7.981465,1,1,transitoire,0.191410,0.052407,1,1,0.400369,0.119323,1.336879
2,-0.009576,0.991674,-0.001481,0.126669,4,0.000048,46.741844,0.114661,1.339710,0.624680,0.993187,0.749425,0.183623,11.499488,-1.264332,0,9.776041,0.694220,1,transitoire,0.186080,0.002456,0.100000,0.100000,0.406809,0.114661,1.339710
2.100000,-0.016638,0.992522,-0.001292,0.094777,3,0.000047,4.382105,0.093462,1.342870,0.407155,0.993229,0.742572,0.177557,18.547959,446.336220,0,7.981465,0.694321,0.985439,transitoire,0.176974,-0.000582,0.176023,0.176023,0.412092,0.093462,1.342870
2.200000,-0.029846,0.992728,0.000082,0.102142,4,0.000047,2.087699,0.101738,1.345537,0.383076,0.993234,0.710904,0.170701,18.863346,-423.597392,0,6.767969,0.694520,0.972206,transitoire,0.168079,-0.002622,0.252324,0.252324,0.416209,0.101738,1.345537
2.300000,-0.036931,0.992063,0.000167,0.112631,2,0.000049,2.896970,0.111782,1.347663,0.361395,0.993238,0.752610,0.171043,18.863346,-22.944061,0,7.076670,0.694877,0.960133,transitoire,0.159462,-0.011581,0.471127,0.471127,0.419154,0.111782,1.347663
2.400000,-0.005368,0.990669,0.000243,0.119693,4,0.000048,1.580395,0.116280,1.348970,0.349153,0.993241,0.716348,0.137064,18.863346,8.092713,0,8.676325,0.695289,0.949081,chronique,0.150552,0.013488,0.508770,0.508770,0.420923,0.116280,1.348970
2.500000,-0.015023,0.989045,-0.000576,0.153011,1,0.000045,1.993526,0.147355,1.349500,0.677831,0.993177,0.720139,0.088975,18.863346,-13.165747,0,8.597492,0.695255,0.938929,chronique,0.144116,0.055141,0.626121,0.626121,0.421513,0.147355,1.349500
2.600000,-0.008182,0.987842,-0.000114,0.189807,4,0.000046,1.528713,0.181591,1.349233,0.612620,0.993190,0.770750,0.095876,16.202283,4.131311,0,7.643042,0.695259,0.929557,chronique,0.141371,0.045495,0.705321,0.705321,0.420923,0.181591,1.349233
2.700000,-0.097701,0.987566,0.001075,0.188591,4,0.000043,1.107101,0.178762,1.347811,0.436622,0.993224,0.780767,0.193698,16.202283,-4.648134,0,6.879333,0.695115,0.920879,chronique,0.137983,-0.055715,0.805136,0.805136,0.419154,0.178762,1.347811
2.800000,-0.058212,0.988351,0.000578,0.116170,4,0.000044,4.114805,0.105768,1.345329,1.997283,0.992917,0.881278,0.176783,16.202283,-4.216119,0,15.031501,0.695928,0.912816,transitoire,0.126577,-0.050207,0.894588,0.894588,0.416209,0.105768,1.345329
2.900000,-0.034564,0.989907,-0.003145,0.116006,4,0.000044,2.942112,0.113662,1.342888,2.604261,0.992794,0.808963,0.126205,16.405255,30.077040,0,12.803056,0.696329,0.905337,transitoire,0.116186,-0.010019,1,1,0.412092,0.113662,1.342888
3,-0.066427,0.991674,0.000166,0.156980,4,0.000109,41.759438,0.145968,1.340171,1.301662,0.993055,0.767417,0.104450,16.405255,-11.726932,0,12.468562,0.696536,0.898370,transitoire,0.109566,0.005116,0.109818,0.109818,0.406809,0.145968,1.340171
3.100000,-0.096421,0.993071,0.002037,0.174040,2,0.000129,3.441018,0.171338,1.337088,1.638548,0.992989,0.792661,0.106792,20.027282,388.173264,0,12.151101,0.697076,0.891860,transitoire,0.104502,-0.002290,0.190306,0.190306,0.400369,0.171338,1.337088
3.200000,-0.099975,0.993711,0.000551,0.166875,4,0.000118,1.160151,0.165015,1.334396,1.402749,0.993035,0.776421,0.104998,20.081143,-383.184197,0,12.044846,0.697869,0.885773,chronique,0.099091,-0.005907,0.227171,0.227171,0.392784,0.165015,1.334396
3.300000,-0.091325,0.993500,0.000137,0.168972,1,0.000113,2.814754,0.166341,1.332175,1.439509,0.993028,0.722184,0.090867,20.081143,-22.808670,0,12.218346,0.698644,0.880079,transitoire,0.093659,0.002792,0.442872,0.442872,0.384069,0.166341,1.332175
