t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000750,0.926469,0,0.007554,0,0.000029,0,0.004137,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.004137,1.339942
0.100000,0.015812,0.928852,0,0.009325,0,0.000025,0.632585,0.005337,1.348769,0,0.100000,0.469099,0.632585,0,0,1,1,stable,0.469099,0.000000,0.000000,0.120927,0.005337,1.348769
0.200000,0.031810,0.926365,-0.000000,0.011347,0,0.000025,0.763591,0.006805,1.356829,0,0.100000,0.445644,0.763591,6.325845,0,1,1,stable,0.445644,0.000000,0.000000,0.141753,0.006805,1.356829
0.300000,0.032559,0.916137,-0.000000,0.013642,0,0.000024,0.914516,0.008586,1.363293,0,0.100000,0.423362,0.914516,1.310067,0,1,1,stable,0.423362,0.000000,0.000000,0.162379,0.008586,1.363293
0.400000,0.013405,0.899078,-0.000000,0.016235,0,0.000025,1.014900,0.010732,1.367475,0.094014,0.100000,0.402194,1.014900,1.509243,0,1,1,stable,0.402194,0.000000,0.000000,0.182707,0.010732,1.367475
0.500000,-0.008993,0.880554,-0.000000,0.019159,0,0.000025,0.968986,0.013294,1.368921,0.268365,0.100000,0.382084,0.968986,1.003841,0,1,1,stable,0.382084,-0.000000,0.000000,0.202643,0.013294,1.368921
0.600000,-0.014425,0.868472,-0.000000,0.022447,3,0.000025,0.934013,0.016327,1.367475,0.287105,0.100000,0.362980,0.934013,-0.459134,0,1,1,stable,0.362980,-0.000000,0.000000,0.222096,0.016327,1.367475
0.700000,-0.004558,0.869010,-0.000000,0.026136,3,0.000025,0.909139,0.019880,1.363293,0.688909,0.100000,0.344831,0.909139,-0.349733,0,1,1,stable,0.344831,-0.000000,0.000000,0.240981,0.019880,1.363293
0.800000,-0.006387,0.882722,0.000000,0.030259,3,0.000025,0.882083,0.024000,1.356829,0.910163,0.100000,0.327589,0.882083,-0.248743,0,1,1,stable,0.327589,-0.000000,0.000000,0.259218,0.024000,1.356829
0.900000,-0.039583,0.904370,0.000000,0.034849,3,0.000025,0.851535,0.028720,1.348769,0.663212,0.100000,0.311210,0.851535,-0.270552,0,1,1,stable,0.311210,-0.000000,0.000000,0.276734,0.028720,1.348769
1,-0.079323,0.926469,0.000000,0.039929,3,0.000025,0.816681,0.034058,1.339942,0.965889,0.550291,0.295649,0.991943,-0.305486,0,2.844539,1,stable,0.295649,-0.000000,0.000000,0.293459,0.034058,1.339942
1.100000,-0.080689,0.943205,0.000000,0.045516,1,0.000025,0.777248,0.040017,1.331227,0.858582,0.649841,0.280867,0.972633,-0.348541,0,5.498846,1,stable,0.280867,-0.000000,0.000000,0.309334,0.040017,1.331227
1.200000,-0.039851,0.952136,-0.000000,0.051610,1,0.000025,0.733476,0.046576,1.323459,1.491141,0.492950,0.266823,0.972633,-0.394331,0,5.337002,1,stable,0.266823,-0.000000,0.000000,0.324303,0.046576,1.323459
1.300000,-0.012716,0.953688,-0.000000,0.058199,1,0.000025,0.686042,0.053695,1.317356,2.464533,0.378093,0.253482,0.972633,-0.437721,0,5.102948,1,stable,0.253482,-0.000000,0.000000,0.338318,0.053695,1.317356
1.400000,-0.062384,0.949772,0.000000,0.065254,1,0.000025,0.635955,0.061311,1.313467,1.935486,0.352041,0.240808,0.972633,-0.474336,0,5.337002,1,stable,0.240808,-0.000000,0.000000,0.351335,0.061311,1.313467
1.500000,-0.158830,0.942661,0.000000,0.072726,1,0.000026,0.584436,0.069346,1.312132,3.752599,0.506667,0.228768,0.972633,-0.500870,0,5.102948,1,stable,0.228768,-0.000000,0.000000,0.363320,0.069346,1.312132
1.600000,-0.140805,0.934548,0.000000,0.080553,1,0.000025,0.542970,0.077706,1.313467,4.465135,0.734437,0.217329,0.958104,-0.515189,0,6.670356,1,stable,0.217329,-0.000000,0.000000,0.374240,0.077706,1.313467
1.700000,0.097274,0.927558,0.000000,0.088655,1,0.000025,0.511904,0.086285,1.317356,6.617542,0.646314,0.206463,0.958104,-0.414662,0,4.993018,1,stable,0.206463,0.000000,0.000000,0.384069,0.086285,1.317356
1.800000,0.338030,0.923592,-0.000000,0.096942,1,0.000025,0.480490,0.094974,1.323459,23.971264,0.797397,0.196140,0.958104,-0.310659,0,4.934967,1,stable,0.196140,0.000000,0.000000,0.392784,0.094974,1.323459
1.900000,0.257924,0.923588,-0.000000,0.105315,2,0.000025,0.448207,0.103661,1.331227,18.942970,0.830259,0.186333,0.958104,-0.314137,0,10.382113,1,stable,0.186333,0.000000,0.000000,0.400369,0.103661,1.331227
2,0.020974,0.926469,-0.000000,0.113674,2,0.000025,0.414647,0.112239,1.339942,42.868248,0.675492,0.177016,0.958104,-0.322835,0,9.371261,1,stable,0.177016,0.000000,0.000000,0.406809,0.112239,1.339942
2.100000,-0.015000,0.928852,-0.000000,0.121917,2,0.000025,0.379583,0.120606,1.348769,48.982495,0.675261,0.168165,0.948311,-0.335600,0,10.382113,1,stable,0.168165,-0.000000,0.000000,0.412092,0.120606,1.348769
2.200000,-0.068036,0.926365,0.000000,0.129946,2,0.000025,0.343022,0.128669,1.356829,46.015093,0.671783,0.159757,0.948311,-0.350639,0,10.502820,1,stable,0.159757,-0.000000,0.000000,0.416209,0.128669,1.356829
2.300000,-0.155435,0.916137,0.000000,0.137672,2,0.000025,0.305241,0.136346,1.363293,40.089479,0.695107,0.151769,0.948311,-0.365610,0,10.382113,1,stable,0.151769,-0.000000,0.000000,0.419154,0.136346,1.363293
2.400000,0.172678,0.899078,0.000000,0.145013,2,0.000025,0.266795,0.143568,1.367475,38.314284,0.699928,0.144181,0.948311,-0.377805,0,9.371261,1,stable,0.144181,0.000000,0.000000,0.420923,0.143568,1.367475
2.500000,0.436259,0.880554,-0.000000,0.151901,2,0.000025,0.228480,0.150276,1.368921,69.781620,0.803732,0.136972,0.948311,-0.384460,0,8.539786,1,stable,0.136972,0.000000,0.000000,0.421513,0.150276,1.368921
2.600000,0.073480,0.868472,-0.000000,0.158277,2,0.000025,0.201835,0.156425,1.367475,52.363650,0.760484,0.130123,0.937273,-0.383157,0,10.984222,1,stable,0.130123,0.000000,0.000000,0.420923,0.156425,1.367475
2.700000,-0.346966,0.869010,0.000000,0.164093,2,0.000025,0.186815,0.161980,1.363293,124.122265,0.720859,0.123617,0.937273,-0.266443,0,10.947299,1,stable,0.123617,-0.000000,0.000000,0.419154,0.161980,1.363293
2.800000,-0.312953,0.882722,-0.000000,0.169314,2,0.000025,0.171725,0.166918,1.356829,101.902123,0.730319,0.117436,0.937273,-0.150199,0,8.534419,1,stable,0.117436,-0.000000,0.000000,0.416209,0.166918,1.356829
2.900000,-0.076090,0.904370,-0.000000,0.173916,2,0.000025,0.155610,0.171223,1.348769,123.752752,0.655111,0.111564,0.937273,-0.150907,0,6.993083,1,stable,0.111564,-0.000000,0.000000,0.412092,0.171223,1.348769
