t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0,1,0,0.134846,2,0.000029,0,0.129746,1,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.455160,0.999992,0,0.161729,2,0.000032,0.625791,0.155907,1,0,0.174746,0.091928,0.625791,0,0,1,stable
0.200000,0.884490,0.999967,0,0.191210,2,0.000031,0.734849,0.184538,1.033199,0,0.190617,0.028711,0.734849,6.257912,0,1,stable
0.300000,0.968857,0.999926,0.033196,0.222398,2,0.000030,0.672462,0.214768,1.063973,0.000000,0.194062,0.095253,0.672462,1.090582,0,1,stable
0.400000,0.521377,0.999868,0.063965,0.254177,2,0.000030,0.505300,0.245519,1.068979,45.154078,0.177020,0.208378,0.505300,-0.623872,0,1,stable
0.500000,-0.181876,0.999793,0.068965,0.285380,2,0.000030,0.566577,0.275672,1.036361,169.676062,0.165987,0.200874,0.566577,-1.671618,0,1,stable
0.600000,-0.820697,0.999702,0.036350,0.314978,2,0.000030,0.590390,0.304234,0.986428,188.598081,0.188085,0.104761,0.590390,0.612769,0,1,stable
0.700000,-1.308187,0.999595,-0.013566,0.342203,2,0.000030,0.523006,0.330460,0.940525,249.143658,0.209083,0.057273,0.523006,0.238126,0,1,stable
0.800000,-1.600254,0.999471,-0.059443,0.366594,2,0.000030,0.428836,0.353903,0.904875,313.382479,0.223585,0.100410,0.428836,-0.673844,0,1,stable
0.900000,-1.620222,0.999330,-0.095062,0.387974,2,0.000030,0.317505,0.374393,0.883345,369.843660,0.224632,0.192789,0.317505,-0.941694,0,1,stable
1,-1.159364,0.999173,-0.116559,0.406390,2,0.000029,0.226674,0.391978,0.881914,437.173927,0.145079,0.295104,0.703656,-1.113308,0,1.900345,stable
1.100000,0.178889,0.999000,-0.117968,0.422032,2,0.000031,0.308465,0.406855,0.915876,587.551236,0.051055,0.423341,0.677701,-0.908308,0,1.831815,stable
1.200000,1.878632,0.998810,-0.084023,0.435176,2,0.000031,0.568574,0.419301,1.015273,981.633610,0.151389,0.353663,0.677701,0.817907,0,1.900345,stable
1.300000,0.115304,0.998603,0.015252,0.446127,2,0.000031,0.596374,0.429626,1.140284,962.901383,0.515822,0.604799,0.677701,2.601086,0,2.123972,stable
1.400000,0.771129,0.998380,0.140056,0.455192,2,0.000030,0.646622,0.438135,1.007537,4586.394410,0.554368,0.114465,0.677701,0.278001,0,2.203432,stable
1.500000,-0.148444,0.998140,0.007523,0.462655,2,0.000030,0.246459,0.445110,1.053525,2682.957029,0.580977,0.356043,0.684645,0.502479,0,2.289069,stable
1.600000,-0.085325,0.997884,0.053412,0.468768,2,0.000031,0.344452,0.450802,0.984907,1840.763685,0.593136,0.175042,0.669931,-4.001626,0,2.360348,stable
1.700000,-0.372304,0.997611,-0.015057,0.473749,2,0.000030,0.053312,0.455424,0.988646,1612.770660,0.592422,0.388625,0.669931,0.979926,0,2.436209,stable
1.800000,-1.345353,0.997322,-0.011323,0.477781,2,0.000030,0.206564,0.459153,0.969603,1382.804483,0.558086,0.265034,0.669931,-2.911395,0,2.906961,stable
1.900000,-1.760141,0.997017,-0.030306,0.481014,2,0.000030,0.350270,0.462134,0.904515,1405.111032,0.500352,0.148516,0.669931,1.532513,0,2.436209,stable
2,-1.598242,0.996695,-0.095169,0.483569,2,0.000044,0.190483,0.464484,0.871023,1324.731146,0.414381,0.247713,0.669931,1.437068,0,2.360348,stable
2.100000,-1.363782,0.996356,-0.128507,0.485541,2,0.000030,0.069247,0.466295,0.881756,1388.383862,0.344271,0.293060,0.655220,-1.597875,0,2.289069,stable
2.200000,0.119821,0.996001,-0.117771,0.487004,2,0.000030,0.155307,0.467636,0.903606,1309.710533,0.323326,0.472910,0.655220,-1.212363,0,2.203432,stable
2.300000,1.492973,0.995629,-0.095973,0.488012,2,0.000032,0.507787,0.468560,1.011361,1660.011000,0.349919,0.503830,0.655220,0.860608,0,2.289069,stable
2.400000,0.232142,0.995241,0.011307,0.488603,2,0.000032,0.408986,0.469100,1.112422,1461.326018,0.481769,0.538578,0.655220,3.524799,0,2.203432,stable
2.500000,0.082526,0.994837,0.111842,0.488797,2,0.000033,0.436204,0.469278,1.013673,2778.972272,0.561253,0.211235,0.655220,-0.988008,0,2.289069,stable
2.600000,0.964837,0.994416,0.013597,0.488603,2,0.000033,0.181857,0.469100,1.004296,1955.704368,0.597515,0.306098,0.644415,0.272172,0,2.360348,stable
2.700000,-0.295106,0.993979,0.004270,0.488012,2,0.000033,0.260903,0.468560,1.066263,2101.148667,0.657492,0.728994,0.644415,-2.543471,0,2.289069,stable
