t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000025,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.300000,0.300000,0.100000,0.000457,1.339942
0.100000,0.001773,0.992522,0,0.001608,0,0.000024,0.154249,0.000743,1.342872,0,0.100000,0.468991,0.154249,0,0,1,1,stable,0.469099,0.000108,0.300000,0.300000,0.100000,0.000743,1.342872
0.200000,0.004768,0.992728,-0.000000,0.002448,0,0.000022,0.215745,0.001155,1.345525,0,0.100000,0.445364,0.215745,1.542493,0,1,1,stable,0.445653,0.000289,0.300000,0.300000,0.100000,0.001155,1.345525
0.300000,0.007851,0.992063,-0.000006,0.003545,0,0.000024,0.289933,0.001719,1.347639,0.000000,0.100000,0.422918,0.289933,0.614958,0,1,1,stable,0.423393,0.000475,0.300000,0.300000,0.100000,0.001719,1.347639
0.400000,0.009040,0.990669,-0.000015,0.004899,0,0.000023,0.374721,0.002459,1.348999,0.000565,0.100000,0.401716,0.374721,0.741878,0,1,1,stable,0.402262,0.000546,0.300000,0.300000,0.100000,0.002459,1.348999
0.500000,0.007723,0.989045,-0.000028,0.006465,0,0.000023,0.462182,0.003380,1.349468,0.004842,0.100000,0.381728,0.462182,0.847876,0,1,1,stable,0.382193,0.000465,0.300000,0.300000,0.100000,0.003380,1.349468
0.600000,0.005620,0.987842,-0.000040,0.008160,0,0.000023,0.552282,0.004481,1.348999,0.009664,0.100000,0.362782,0.552282,0.874612,0,1,1,stable,0.363121,0.000339,0.300000,0.300000,0.100000,0.004481,1.348999
0.700000,0.003028,0.987566,-0.000041,0.009930,0,0.000023,0.658547,0.005788,1.347639,0.008643,0.100000,0.344808,0.658547,0.900998,0,1,1,stable,0.344992,0.000184,0.300000,0.300000,0.100000,0.005788,1.347639
0.800000,-0.004544,0.988351,-0.000017,0.011802,0,0.000023,0.791850,0.007356,1.345525,0.007819,0.100000,0.328030,0.791850,1.062655,0,1,1,stable,0.327758,-0.000272,0.300000,0.300000,0.100000,0.007356,1.345525
0.900000,-0.020961,0.989907,0.000028,0.013814,3,0.000022,0.926263,0.009189,1.342872,0.013658,0.100000,0.312611,0.926263,1.333026,0,1,1,stable,0.311348,-0.001264,0.300000,0.300000,0.100000,0.009189,1.342872
1,-0.038067,0.991674,0.000063,0.015934,3,0.000022,0.926372,0.011248,1.339942,0.045580,0.613326,0.297977,0.859056,1.344133,0,4.035360,1,stable,0.295678,-0.002299,0.300000,0.300000,0.100000,0.011248,1.339942
1.100000,-0.042226,0.993071,0.000054,0.018366,3,0.000022,0.914555,0.013729,1.337026,0.039174,0.629759,0.283260,0.881495,0.001093,0,6.772819,1,stable,0.280708,-0.002551,0.300000,0.300000,0.100000,0.013729,1.337026
1.200000,-0.027189,0.993711,0.000025,0.021587,3,0.000023,0.972199,0.017002,1.334405,0.124992,0.486713,0.268109,0.922397,-0.118174,0,6.329195,1,stable,0.266466,-0.001643,0.300000,0.300000,0.100000,0.017002,1.334405
1.300000,-0.003489,0.993500,0.000043,0.025873,3,0.000023,1.003226,0.021228,1.332332,0.325390,0.324997,0.253225,0.941611,0.576440,0,5.467727,1,stable,0.253010,-0.000215,0.300000,0.300000,0.100000,0.021228,1.332332
1.400000,-0.008773,0.992622,0.000155,0.030802,3,0.000023,0.941495,0.026120,1.331006,0.340518,0.316064,0.240880,0.967266,0.310270,0,6.329195,1,stable,0.240342,-0.000538,0.300000,0.300000,0.100000,0.026120,1.331006
1.500000,-0.047153,0.991442,0.000299,0.034964,1,0.000023,0.743382,0.030669,1.330549,0.513028,0.372122,0.231146,0.972307,-0.617307,0,5.467727,1,stable,0.228282,-0.002864,0.300000,0.300000,0.100000,0.030669,1.330549
1.600000,-0.027107,0.990387,0.000246,0.038419,1,0.000023,0.616791,0.034730,1.331000,0.962636,0.630693,0.218299,0.960823,-1.981136,0,6.055327,1,stable,0.216636,-0.001663,0.300000,0.300000,0.100000,0.034730,1.331000
1.700000,0.082715,0.989817,-0.000097,0.043835,1,0.000023,0.735755,0.040675,1.332322,1.268512,0.564137,0.200698,0.960823,-1.265902,0,6.005798,1,stable,0.205670,0.004972,0.300000,0.300000,0.100000,0.040675,1.332322
1.800000,0.184060,0.989924,-0.000384,0.052136,1,0.000023,0.904639,0.049566,1.334394,4.119847,0.830039,0.184711,0.960823,1.189632,0,9.950896,1,stable,0.195788,0.011078,0.300000,0.300000,0.100000,0.049566,1.334394
1.900000,0.143790,0.990647,-0.000378,0.060728,3,0.000023,0.777015,0.058550,1.337017,3.131543,0.836591,0.178264,0.960823,1.688842,0,20.979320,1,stable,0.186895,0.008631,0.300000,0.300000,0.100000,0.058550,1.337017
2,0.043747,0.991674,-0.000210,0.064937,3,0.000023,0.408667,0.062864,1.339927,8.216888,0.670996,0.175646,0.960823,-1.276233,0,20.664792,0.702467,stable,0.178249,0.002603,0.300000,0.300000,0.100000,0.062864,1.339927
2.100000,-0.012604,0.992522,-0.000159,0.066745,2,0.000023,0.341431,0.065686,1.342862,8.871698,0.631186,0.170325,0.953911,-3.683485,0,20.359556,0.702663,stable,0.169547,-0.000778,0.300000,0.300000,0.100000,0.065686,1.342862
2.200000,-0.033681,0.992728,-0.000026,0.071243,4,0.000023,0.673409,0.071098,1.345534,7.955054,0.634033,0.163060,0.953911,-0.672355,0,17.007287,0.702428,stable,0.161006,-0.002054,0.300000,0.300000,0.100000,0.071098,1.345534
2.300000,-0.086858,0.992063,0.000173,0.077984,4,0.000023,0.466949,0.077676,1.347653,8.018227,0.648807,0.158046,0.953911,3.319776,0,14.602875,0.702491,stable,0.152790,-0.005256,0.300000,0.300000,0.100000,0.077676,1.347653
2.400000,0.063117,0.990669,0.000203,0.082465,4,0.000022,0.666317,0.081789,1.348991,7.454702,0.663355,0.140954,0.953911,-2.064601,0,10.967215,0.703208,stable,0.144725,0.003771,0.300000,0.300000,0.100000,0.081789,1.348991
2.500000,0.254508,0.989045,-0.000232,0.093962,1,0.000022,0.585994,0.092609,1.349474,14.849119,0.755582,0.122520,0.953911,1.993680,0,8.781016,0.703550,stable,0.137794,0.015274,0.300000,0.300000,0.100000,0.092609,1.349474
2.600000,0.153629,0.987842,-0.000035,0.106026,4,0.000023,0.555056,0.104136,1.349045,13.244732,0.803499,0.122920,0.947352,-0.803224,0,10.589361,0.705995,stable,0.132140,0.009220,0.300000,0.300000,0.100000,0.104136,1.349045
2.700000,-0.207551,0.987566,0.000448,0.107022,3,0.000022,0.174126,0.105158,1.347667,25.590070,0.684009,0.138825,0.947352,-0.309382,0,9.388853,0.707066,stable,0.126279,-0.012546,0.300000,0.300000,0.100000,0.105158,1.347667
2.800000,-0.277771,0.988351,0.000236,0.097566,4,0.000022,0.548156,0.096516,1.345487,43.745206,0.817549,0.135723,0.947352,-3.809304,0,9.374784,0.708624,stable,0.118950,-0.016773,0.300000,0.300000,0.100000,0.096516,1.345487
2.900000,-0.106166,0.989907,-0.000600,0.099393,4,0.000022,0.326158,0.098688,1.342849,39.806130,0.733597,0.118110,0.947352,3.740302,0,10.216358,0.710850,stable,0.111646,-0.006464,0.300000,0.300000,0.100000,0.098688,1.342849
3,0.062834,0.991674,-0.000287,0.110034,4,0.000022,0.483887,0.108300,1.339984,52.666295,0.688394,0.101871,0.947352,-2.219984,0,9.126690,0.711286,stable,0.105540,0.003669,0.300000,0.300000,0.100000,0.108300,1.339984
3.100000,-0.025650,0.993071,0.000601,0.117794,4,0.000022,0.324987,0.115562,1.337104,47.581365,0.691721,0.102194,0.941250,1.577294,0,8.247065,0.711316,stable,0.100560,-0.001634,0.300000,0.300000,0.100000,0.115562,1.337104
3.200000,-0.090334,0.993711,0.001052,0.116006,4,0.000022,0.446129,0.114763,1.334396,55.468646,0.698042,0.100958,0.941250,-1.588997,0,9.126690,0.711001,stable,0.095400,-0.005558,0.300000,0.300000,0.100000,0.114763,1.334396
3.300000,0.019362,0.993500,0.000115,0.118450,1,0.000024,0.332211,0.116736,1.332232,49.378813,0.715308,0.089096,0.941250,1.211414,0,8.247065,0.711288,stable,0.090180,0.001084,0.300000,0.300000,0.100000,0.116736,1.332232
3.400000,0.170174,0.992622,-0.000893,0.127248,4,0.000022,0.452625,0.124407,1.330883,51.718572,0.711391,0.075600,0.941250,-1.139175,0,9.126690,0.710940,stable,0.085759,0.010159,0.300000,0.300000,0.100000,0.124407,1.330883
3.500000,0.070260,0.991442,-0.001036,0.135501,4,0.000022,0.282019,0.131678,1.330478,49.928505,0.747614,0.078084,0.941250,1.204135,0,8.247065,0.711902,stable,0.082293,0.004209,0.300000,0.300000,0.100000,0.131678,1.330478
3.600000,-0.113049,0.990387,-0.000407,0.135710,2,0.000023,0.329007,0.132410,1.330982,55.320655,0.728587,0.085412,0.922575,-1.706056,0,7.742985,0.711970,stable,0.078519,-0.006893,0.300000,0.300000,0.100000,0.132410,1.330982
3.700000,-0.009824,0.989817,-0.000104,0.131910,4,0.000022,0.489112,0.128449,1.332343,54.300028,0.756588,0.074691,0.922575,0.469874,0,7.296977,0.712359,stable,0.074035,-0.000655,0.300000,0.300000,0.100000,0.128449,1.332343
3.800000,0.152336,0.989924,-0.000002,0.139022,4,0.000023,0.296931,0.134475,1.334505,59.266329,0.750265,0.061161,0.922575,1.601055,0,7.742985,0.711901,stable,0.070280,0.009120,0.300000,0.300000,0.100000,0.134475,1.334505
3.900000,0.075169,0.990647,0.000752,0.147052,4,0.000023,0.327644,0.141277,1.337158,56.308459,0.745133,0.063010,0.922575,-1.921809,0,7.296977,0.712562,stable,0.067504,0.004494,0.300000,0.300000,0.100000,0.141277,1.337158
4,-0.014531,0.991674,0.001090,0.147563,1,0.000022,0.234799,0.141543,1.339958,58.963905,0.711047,0.065468,0.922575,0.307130,0,6.918957,0.712631,stable,0.064493,-0.000975,0.300000,0.300000,0.100000,0.141543,1.339958
4.100000,0.252995,0.992522,-0.000060,0.144109,4,0.000023,0.271702,0.138406,1.342760,55.335205,0.724745,0.045995,0.906402,-0.928448,0,7.296977,0.712270,stable,0.061189,0.015194,0.300000,0.300000,0.100000,0.138406,1.342760
4.200000,0.415120,0.992728,-0.001340,0.150228,4,0.000022,0.265604,0.144888,1.345495,67.359675,0.789199,0.034432,0.906402,0.369026,0,6.918957,0.713628,stable,0.059359,0.024927,0.300000,0.300000,0.100000,0.144888,1.345495
4.300000,0.033221,0.992063,-0.000451,0.151714,4,0.000023,0.188157,0.146598,1.347748,57.943973,0.759698,0.056425,0.906402,-0.060986,0,9.830879,0.716047,stable,0.058407,0.001983,0.300000,0.300000,0.100000,0.146598,1.347748
4.400000,-0.317579,0.990669,0.000877,0.144697,4,0.000022,0.233939,0.140517,1.349047,93.686672,0.750267,0.074839,0.906402,-0.774466,0,10.340167,0.715765,stable,0.055647,-0.019191,0.300000,0.300000,0.100000,0.140517,1.349047
4.500000,-0.218219,0.989045,0.000331,0.138318,4,0.000023,0.222427,0.134733,1.349426,78.199303,0.731933,0.064510,0.906402,0.457821,0,9.830879,0.717361,stable,0.051313,-0.013197,0.300000,0.300000,0.100000,0.134733,1.349426
