t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009885,0.926469,0,0.134846,2,0.000027,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.395697,0.928852,0,0.118696,2,0.000035,1.795323,0.114424,1.320000,0,0.172756,0.000000,1.795323,0,0,1,stable
0.200000,0.329268,0.926365,0.000000,0.100774,2,0.000035,1.964867,0.097257,1.320000,0,0.170589,0.000000,1.964867,17.953226,0,1,stable
0.300000,0.071026,0.916137,0.000000,0.111405,1,0.000034,1.663984,0.107583,1.320000,0,0.100000,0.000000,1.663984,1.695448,0,1,stable
0.400000,-0.030390,0.899078,0.000000,0.127091,1,0.000037,1.773593,0.122762,1.320000,42.696710,0.100000,0.000000,1.773593,-3.008837,0,1,stable
0.500000,0.055411,0.880554,0.000000,0.142690,2,0.000036,1.719711,0.137836,1.320000,198.358240,0.100000,0.000000,1.719711,1.096089,0,1,stable
0.600000,0.008851,0.868472,-0.000000,0.157489,2,0.000033,1.659563,0.152117,1.320000,275.131938,0.100000,0.000000,1.659563,-0.538817,0,1,stable
0.700000,-0.026296,0.869010,0.000000,0.171101,2,0.000033,1.602351,0.165230,1.320000,182.747196,0.100000,0.000000,1.602351,-0.601477,0,1,stable
0.800000,0.205591,0.882722,0.000000,0.183297,2,0.000033,1.550397,0.176952,1.320000,170.960786,0.166709,0.000000,1.550397,-0.572127,0,1,stable
0.900000,0.355029,0.904370,-0.000000,0.193987,2,0.000033,1.504881,0.187196,1.320000,227.525162,0.171422,0.000000,1.504881,-0.519534,0,1,stable
1,0.205919,0.926469,0.000000,0.203195,2,0.000035,1.466092,0.195989,1.320000,174.861567,0.664900,0.000000,1.880095,-0.455161,0,6.259209,chronique
1.100000,-0.000667,0.943205,0.000000,0.211016,2,0.000036,1.433711,0.203427,1.320000,174.807344,0.658816,0.000000,1.844594,-0.387893,0,5.571143,chronique
