t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000000,0.990999,0,0.001002,0,0.000031,0,0.000457,1.346064,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.165478,0.165478,0.100000,0.000457,1.346064
0.100000,0.000128,0.992025,0,0.001482,0,0.000026,2.154582,0.000682,1.348022,0,1,0.100000,0.469060,2.154582,0,0,1,1,1,stable,0.469099,0.000039,0.117617,0.117617,0.120927,0.000682,1.348022
0.200000,0.000303,0.992393,-0.000000,0.002120,0,0.000024,3.172612,0.000990,1.349188,0,1,0.100000,0.445402,3.172612,21.545819,0,1,1,1,stable,0.445647,0.000245,0.296176,0.296176,0.141753,0.000990,1.349188
0.300000,0.000448,0.991886,-0.000002,0.002983,0,0.000024,0.613696,0.001417,1.349444,0.000000,0.993307,0.100000,0.422956,0.613696,10.180303,0,1,1,1,stable,0.423384,0.000428,0.321871,0.321871,0.162379,0.001417,1.349444
0.400000,0.000473,0.990695,-0.000013,0.004059,0,0.000023,2.517319,0.001970,1.348763,0.000002,0.993307,0.100000,0.401336,2.517319,-25.589167,0,1,1,1,stable,0.402250,0.000914,0.582806,0.582806,0.182707,0.001970,1.348763
0.500000,0.000404,0.989342,-0.000025,0.005547,0,0.000051,1.136289,0.002750,1.347216,0.000014,0.993307,0.100000,0.381458,1.136289,19.036231,0,1,1,1,stable,0.382211,0.000753,0.507644,0.507644,0.202643,0.002750,1.347216
0.600000,0.000288,0.988433,-0.000063,0.006918,0,0.000048,1.619005,0.003542,1.344959,0.000018,0.993307,0.100000,0.362478,1.619005,-13.810298,0,1,1,1,stable,0.363162,0.000684,0.670521,0.670521,0.222096,0.003542,1.344959
0.700000,0.000150,0.988383,-0.000058,0.008441,0,0.000047,1.505771,0.004500,1.342217,0.000017,0.993307,0.100000,0.344805,1.505771,4.827161,0,1,1,1,stable,0.345059,0.000254,0.841613,0.841613,0.240981,0.004500,1.342217
0.800000,-0.000221,0.989247,-0.000038,0.009646,0,0.000047,0.769305,0.005463,1.339265,0.000016,0.993307,0.100000,0.328799,0.769305,-1.132336,0,1,1,1,stable,0.327827,-0.000972,0.890982,0.890982,0.259218,0.005463,1.339265
0.900000,-0.000981,0.990726,0.000047,0.010602,3,0.000046,1.033699,0.006419,1.336391,0.000025,0.993307,0.100000,0.314910,1.033699,-7.364668,0,1,1,1,stable,0.311357,-0.003554,1,1,0.276734,0.006419,1.336391
1,-0.001653,0.992322,0.000142,0.011380,3,0.000046,31.114412,0.007273,1.333875,0.000082,0.993307,0.571691,0.296306,2.844965,2.643949,0,3.321438,1,1,transitoire,0.295501,-0.000805,0.140143,0.140143,0.293459,0.007273,1.333875
1.100000,-0.002300,0.993534,0.000164,0.016514,0,0.000047,2.826042,0.010568,1.331956,0.000073,0.993307,0.577899,0.282159,12.268114,300.807121,0,5.461801,1,1,transitoire,0.280661,-0.001498,0.187339,0.187339,0.309334,0.010568,1.331956
1.200000,-0.001436,0.994015,0.000017,0.018729,3,0.000048,2.135029,0.012668,1.330819,0.000070,0.993307,0.526015,0.267892,12.371022,-282.883698,0,6.513744,1,1,transitoire,0.266507,-0.001385,0.253291,0.253291,0.324303,0.012668,1.330819
1.300000,-0.000442,0.993658,0.000049,0.021824,3,0.000047,2.727102,0.015561,1.330570,0.001042,0.993307,0.348294,0.253740,12.371022,-6.910123,0,5.698539,1,1,transitoire,0.253069,-0.000671,0.395355,0.395355,0.338318,0.015561,1.330570
1.400000,-0.000380,0.992598,0.000121,0.025967,3,0.000047,1.572448,0.019337,1.331234,0.000766,0.993307,0.292423,0.240810,12.371022,5.920727,0,5.440863,1,1,chronique,0.240362,-0.000448,0.448618,0.448618,0.351335,0.019337,1.331234
1.500000,-0.001997,0.991176,0.000281,0.030762,0,0.000046,2.084663,0.023441,1.332745,0.000917,0.993307,0.323511,0.231218,12.371022,-11.546544,0,5.698539,1,1,transitoire,0.228307,-0.002910,0.590854,0.590854,0.363320,0.023441,1.332745
1.600000,-0.001495,0.989847,0.000245,0.034699,0,0.000045,1.916212,0.026564,1.334960,0.002042,0.993307,0.544827,0.216357,9.960042,5.122152,0,5.440863,1,1,chronique,0.216657,0.000299,0.728168,0.728168,0.374240,0.026564,1.334960
1.700000,0.002094,0.989051,-0.000164,0.043565,0,0.000045,1.558598,0.033409,1.337664,0.002046,0.993307,0.505204,0.190613,9.960042,-1.684510,0,5.205483,1,1,chronique,0.205848,0.015235,0.799675,0.799675,0.384069,0.033409,1.337664
1.800000,0.004569,0.989055,-0.000732,0.058559,1,0.000045,1.919421,0.047491,1.340592,0.005374,0.993306,0.698777,0.162339,9.960042,-3.576138,0,5.167440,1,1,chronique,0.196788,0.034449,0.874147,0.874147,0.392784,0.047491,1.340592
1.900000,0.001988,0.989824,-0.001071,0.077346,3,0.000044,2.054584,0.066229,1.343451,0.003864,0.993306,0.757316,0.149915,9.960042,3.608226,0,10.190272,1,1,transitoire,0.189736,0.039821,1,1,0.400369,0.066229,1.343451
2,0.000002,0.990999,-0.001208,0.094484,3,0.000046,40.141766,0.076631,1.345975,0.010898,0.993305,0.654148,0.180973,9.960042,1.351634,0,9.919563,0.731678,1,transitoire,0.183470,0.002497,0.114380,0.114380,0.406809,0.076631,1.345975
2.100000,-0.003117,0.992025,-0.000773,0.058271,3,0.000047,3.506847,0.053488,1.348018,0.007723,0.993306,0.683319,0.175564,15.996387,380.871823,0,10.190272,0.729171,0.987223,transitoire,0.174499,-0.001065,0.130102,0.130102,0.412092,0.053488,1.348018
2.200000,-0.005615,0.992393,0.000037,0.060060,4,0.000047,3.481410,0.057273,1.349189,0.007669,0.993306,0.724605,0.171236,16.152336,-366.349195,0,9.919563,0.731516,0.975493,transitoire,0.165688,-0.005548,0.310194,0.310194,0.416209,0.057273,1.349189
2.300000,-0.005478,0.991886,0.000044,0.061960,4,0.000048,1.005676,0.060849,1.349451,0.007322,0.993306,0.677231,0.162771,16.283409,-0.254371,0,11.875469,0.729308,0.964885,chronique,0.156955,-0.005816,0.289313,0.289313,0.419154,0.060849,1.349451
2.400000,-0.000931,0.990695,0.000106,0.072014,1,0.000047,3.203544,0.069696,1.348761,0.008902,0.993305,0.583947,0.144157,16.283409,-24.757333,0,7.722234,0.731096,0.955070,transitoire,0.148636,0.004479,0.515752,0.515752,0.420923,0.069696,1.348761
