state,curiosity,boredom,satisfaction,fatigue,label
0,0.435099231852182,0.3233992600334319,0.6151687046705479,0.8524465933259615,fatigue
1,0.435099218410065,0.32339930208407197,0.6151684827963965,0.8524465954777799,fatigue
2,0.435099515285404,0.3233991366146317,0.6151687046705474,0.8524465933259627,fatigue
3,0.4350994801003896,0.3233991141194492,0.6151685397687541,0.8524465949222425,fatigue
4,0.4350996557266086,0.3233992417833043,0.6151686349307092,0.8524465940094885,fatigue
5,0.4350989883082668,0.32339874524412615,0.6151692870916751,0.8524465876528701,fatigue
6,0.43509958955931705,0.3233991564578063,0.6151685787085737,0.8524465945490409,fatigue
