event_type,t_start,t_end,metric,value,severity,scale
fractal_pattern,150,250,S(t),0.830083,medium,10/100
fractal_pattern,250,350,S(t),0.894894,medium,10/100
fractal_pattern,300,400,S(t),0.770785,medium,10/100
fractal_pattern,1200,1300,S(t),0.864388,medium,10/100
fractal_pattern,1250,1350,S(t),0.716971,medium,10/100
fractal_pattern,1500,1600,S(t),0.925890,high,10/100
fractal_pattern,1550,1650,S(t),0.718725,medium,10/100
fractal_pattern,1600,1700,S(t),0.683210,medium,10/100
fractal_pattern,1750,1850,S(t),0.794299,medium,10/100
fractal_pattern,1800,1900,S(t),0.806582,medium,10/100
fractal_pattern,2000,2100,S(t),0.789542,medium,10/100
fractal_pattern,2050,2150,S(t),0.859003,medium,10/100
fractal_pattern,2100,2200,S(t),0.787470,medium,10/100
fractal_pattern,2150,2250,S(t),0.758698,medium,10/100
fractal_pattern,2250,2350,S(t),0.821365,medium,10/100
fractal_pattern,2300,2400,S(t),0.820093,medium,10/100
fractal_pattern,2700,2800,S(t),0.789303,medium,10/100
fractal_pattern,2800,2900,S(t),0.821355,medium,10/100
fractal_pattern,2850,2950,S(t),0.817096,medium,10/100
fractal_pattern,3150,3250,S(t),0.930254,high,10/100
fractal_pattern,3350,3450,S(t),0.810818,medium,10/100
fractal_pattern,3400,3500,S(t),0.772814,medium,10/100
fractal_pattern,3450,3550,S(t),0.864818,medium,10/100
fractal_pattern,3500,3600,S(t),0.684311,medium,10/100
fractal_pattern,3750,3850,S(t),0.860821,medium,10/100
fractal_pattern,3800,3900,S(t),0.726524,medium,10/100
fractal_pattern,3850,3950,S(t),0.784035,medium,10/100
fractal_pattern,3950,4050,S(t),0.855813,medium,10/100
fractal_pattern,4000,4100,S(t),0.746230,medium,10/100
fractal_pattern,4350,4450,S(t),0.764399,medium,10/100
fractal_pattern,4450,4550,S(t),0.716870,medium,10/100
fractal_pattern,4550,4650,S(t),0.831633,medium,10/100
fractal_pattern,4600,4700,S(t),0.833117,medium,10/100
fractal_pattern,4850,4950,S(t),0.885414,medium,10/100
fractal_pattern,5150,5250,S(t),0.802495,medium,10/100
fractal_pattern,5200,5300,S(t),0.882934,medium,10/100
fractal_pattern,5250,5350,S(t),0.703111,medium,10/100
fractal_pattern,5500,5600,S(t),0.971337,high,10/100
fractal_pattern,5650,5750,S(t),0.694369,medium,10/100
fractal_pattern,5800,5900,S(t),0.766780,medium,10/100
fractal_pattern,5900,6000,S(t),0.863088,medium,10/100
fractal_pattern,6000,6100,S(t),0.676926,medium,10/100
fractal_pattern,6050,6150,S(t),0.759646,medium,10/100
fractal_pattern,6150,6250,S(t),0.834441,medium,10/100
fractal_pattern,6400,6500,S(t),0.896778,medium,10/100
fractal_pattern,6450,6550,S(t),0.791140,medium,10/100
fractal_pattern,6500,6600,S(t),0.695523,medium,10/100
fractal_pattern,6800,6900,S(t),0.679979,medium,10/100
fractal_pattern,7100,7200,S(t),0.657710,medium,10/100
fractal_pattern,7150,7250,S(t),0.863989,medium,10/100
fractal_pattern,7200,7300,S(t),0.724173,medium,10/100
fractal_pattern,7300,7400,S(t),0.756060,medium,10/100
fractal_pattern,7350,7450,S(t),0.759597,medium,10/100
fractal_pattern,7400,7500,S(t),0.681551,medium,10/100
fractal_pattern,7450,7550,S(t),0.747856,medium,10/100
fractal_pattern,7650,7750,S(t),0.730981,medium,10/100
fractal_pattern,7700,7800,S(t),0.703533,medium,10/100
fractal_pattern,7800,7900,S(t),0.703603,medium,10/100
fractal_pattern,7850,7950,S(t),0.781544,medium,10/100
fractal_pattern,8100,8200,S(t),0.843000,medium,10/100
fractal_pattern,8150,8250,S(t),0.741889,medium,10/100
fractal_pattern,8250,8350,S(t),0.727106,medium,10/100
fractal_pattern,8450,8550,S(t),0.772627,medium,10/100
fractal_pattern,8500,8600,S(t),0.795455,medium,10/100
fractal_pattern,8550,8650,S(t),0.738563,medium,10/100
fractal_pattern,8600,8700,S(t),0.724596,medium,10/100
fractal_pattern,8700,8800,S(t),0.715738,medium,10/100
fractal_pattern,8850,8950,S(t),0.850435,medium,10/100
fractal_pattern,8900,9000,S(t),0.739975,medium,10/100
fractal_pattern,9000,9100,S(t),0.773935,medium,10/100
fractal_pattern,9100,9200,S(t),0.729452,medium,10/100
fractal_pattern,9150,9250,S(t),0.857214,medium,10/100
fractal_pattern,9300,9400,S(t),0.714764,medium,10/100
fractal_pattern,9350,9450,S(t),0.814204,medium,10/100
fractal_pattern,9400,9500,S(t),0.707714,medium,10/100
fractal_pattern,9550,9650,S(t),0.824063,medium,10/100
fractal_pattern,9600,9700,S(t),0.791635,medium,10/100
fractal_pattern,9650,9750,S(t),0.751619,medium,10/100
fractal_pattern,9750,9850,S(t),0.720792,medium,10/100
fractal_pattern,9800,9900,S(t),0.694540,medium,10/100
fractal_pattern,150,250,C(t),0.758778,medium,10/100
fractal_pattern,300,400,C(t),0.927447,high,10/100
fractal_pattern,550,650,C(t),0.897066,medium,10/100
fractal_pattern,1000,1100,C(t),0.802458,medium,10/100
fractal_pattern,1050,1150,C(t),0.872569,medium,10/100
fractal_pattern,1100,1200,C(t),0.775659,medium,10/100
fractal_pattern,1200,1300,C(t),0.750065,medium,10/100
fractal_pattern,1550,1650,C(t),0.872724,medium,10/100
fractal_pattern,1650,1750,C(t),0.978812,high,10/100
fractal_pattern,1750,1850,C(t),0.695729,medium,10/100
fractal_pattern,1800,1900,C(t),0.675963,medium,10/100
fractal_pattern,1850,1950,C(t),0.708693,medium,10/100
fractal_pattern,2100,2200,C(t),0.877816,medium,10/100
fractal_pattern,2150,2250,C(t),0.768921,medium,10/100
fractal_pattern,2300,2400,C(t),0.810392,medium,10/100
fractal_pattern,2400,2500,C(t),0.795242,medium,10/100
fractal_pattern,2500,2600,C(t),0.742251,medium,10/100
fractal_pattern,2550,2650,C(t),0.906513,high,10/100
fractal_pattern,2600,2700,C(t),0.756666,medium,10/100
fractal_pattern,2750,2850,C(t),0.741429,medium,10/100
fractal_pattern,2800,2900,C(t),0.808459,medium,10/100
fractal_pattern,2900,3000,C(t),0.800278,medium,10/100
fractal_pattern,2950,3050,C(t),0.799069,medium,10/100
fractal_pattern,3000,3100,C(t),0.903194,high,10/100
fractal_pattern,3100,3200,C(t),0.648596,medium,10/100
fractal_pattern,3150,3250,C(t),0.945517,high,10/100
fractal_pattern,3300,3400,C(t),0.914731,high,10/100
fractal_pattern,3350,3450,C(t),0.716020,medium,10/100
fractal_pattern,3400,3500,C(t),0.704078,medium,10/100
fractal_pattern,3450,3550,C(t),0.943785,high,10/100
fractal_pattern,3500,3600,C(t),0.830846,medium,10/100
fractal_pattern,3550,3650,C(t),0.736159,medium,10/100
fractal_pattern,3650,3750,C(t),0.800778,medium,10/100
fractal_pattern,3700,3800,C(t),0.832836,medium,10/100
fractal_pattern,3800,3900,C(t),0.654105,medium,10/100
fractal_pattern,3900,4000,C(t),0.805445,medium,10/100
fractal_pattern,3950,4050,C(t),0.668874,medium,10/100
fractal_pattern,4050,4150,C(t),0.775606,medium,10/100
fractal_pattern,4200,4300,C(t),0.909597,high,10/100
fractal_pattern,4350,4450,C(t),0.895881,medium,10/100
fractal_pattern,4550,4650,C(t),0.784323,medium,10/100
fractal_pattern,4600,4700,C(t),0.757772,medium,10/100
fractal_pattern,4650,4750,C(t),0.728442,medium,10/100
fractal_pattern,4800,4900,C(t),0.684685,medium,10/100
fractal_pattern,5000,5100,C(t),0.735250,medium,10/100
fractal_pattern,5100,5200,C(t),0.834847,medium,10/100
fractal_pattern,5300,5400,C(t),0.856977,medium,10/100
fractal_pattern,5400,5500,C(t),0.675246,medium,10/100
fractal_pattern,5650,5750,C(t),0.823579,medium,10/100
fractal_pattern,5700,5800,C(t),0.694924,medium,10/100
fractal_pattern,5800,5900,C(t),0.813861,medium,10/100
fractal_pattern,5900,6000,C(t),0.821581,medium,10/100
fractal_pattern,5950,6050,C(t),0.805657,medium,10/100
fractal_pattern,6050,6150,C(t),0.875659,medium,10/100
fractal_pattern,6100,6200,C(t),0.801666,medium,10/100
fractal_pattern,6300,6400,C(t),0.659794,medium,10/100
fractal_pattern,6550,6650,C(t),0.806590,medium,10/100
fractal_pattern,6650,6750,C(t),0.830674,medium,10/100
fractal_pattern,6700,6800,C(t),0.805269,medium,10/100
fractal_pattern,6800,6900,C(t),0.648916,medium,10/100
fractal_pattern,6850,6950,C(t),0.700262,medium,10/100
fractal_pattern,6900,7000,C(t),0.672276,medium,10/100
fractal_pattern,6950,7050,C(t),0.693684,medium,10/100
fractal_pattern,7000,7100,C(t),0.756064,medium,10/100
fractal_pattern,7050,7150,C(t),0.681003,medium,10/100
fractal_pattern,7100,7200,C(t),0.700124,medium,10/100
fractal_pattern,7200,7300,C(t),0.886172,medium,10/100
fractal_pattern,7250,7350,C(t),0.971743,high,10/100
fractal_pattern,7300,7400,C(t),0.759341,medium,10/100
fractal_pattern,7400,7500,C(t),0.855172,medium,10/100
fractal_pattern,7500,7600,C(t),0.915685,high,10/100
fractal_pattern,7650,7750,C(t),0.854943,medium,10/100
fractal_pattern,7800,7900,C(t),0.795828,medium,10/100
fractal_pattern,7850,7950,C(t),0.670527,medium,10/100
fractal_pattern,8150,8250,C(t),0.713286,medium,10/100
fractal_pattern,8250,8350,C(t),0.872719,medium,10/100
fractal_pattern,8350,8450,C(t),0.915415,high,10/100
fractal_pattern,8400,8500,C(t),0.676024,medium,10/100
fractal_pattern,8500,8600,C(t),0.647940,medium,10/100
fractal_pattern,8650,8750,C(t),0.849304,medium,10/100
fractal_pattern,8850,8950,C(t),0.897008,medium,10/100
fractal_pattern,8900,9000,C(t),0.665947,medium,10/100
fractal_pattern,8950,9050,C(t),0.858881,medium,10/100
fractal_pattern,9000,9100,C(t),0.719740,medium,10/100
fractal_pattern,9150,9250,C(t),0.833122,medium,10/100
fractal_pattern,9250,9350,C(t),0.852054,medium,10/100
fractal_pattern,9300,9400,C(t),0.745420,medium,10/100
fractal_pattern,9400,9500,C(t),0.683598,medium,10/100
fractal_pattern,9500,9600,C(t),0.870864,medium,10/100
fractal_pattern,9550,9650,C(t),0.736462,medium,10/100
fractal_pattern,9700,9800,C(t),0.835136,medium,10/100
fractal_pattern,9850,9950,C(t),0.745909,medium,10/100
